frame_idx,p_0,p_1,p_2,focus_score,focus_bucket
28,0.9873239994049072,0.00037101772613823414,0.012305028736591339,0.8389243919407143,focused
29,0.0275354515761137,0.001921459916047752,0.9705431461334229,0.8425235136956434,focused
30,0.0020762409549206495,0.00026491517201066017,0.9976588487625122,0.8467656975912596,focused
31,0.0024607947561889887,0.0002763406082522124,0.9972628355026245,0.8508810497417464,focused
32,0.0021181057672947645,0.001872572465799749,0.996009349822998,0.8548495907394338,focused
33,0.0006639036000706255,0.0008173446403816342,0.9985187649726868,0.8587782318640756,focused
34,0.0005207443027757108,0.002941940212622285,0.9965373277664185,0.8625452615859611,focused
35,0.0003380335692781955,0.01390901580452919,0.9857529997825623,0.8659143836661605,focused
36,0.0017215950647369027,0.03211897239089012,0.966159462928772,0.8686555906302561,focused
37,0.0006862515001557767,0.010123804211616516,0.9891899824142456,0.8719516099122174,focused
38,0.000895675562787801,0.0007303120801225305,0.9983739852905273,0.8754086364152012,focused
39,0.0006514452397823334,0.0005853573675267398,0.9987632036209106,0.8787817735423761,focused
40,8.105448796413839e-05,0.0010529194260016084,0.998866081237793,0.8820654852512666,focused
41,3.6520588764688e-05,0.0006500674644485116,0.999313473701477,0.8852716376612413,focused
42,2.902952655858826e-05,0.00029920574161224067,0.9996718168258667,0.8883999165765419,focused
43,6.213927554199472e-05,0.0002142694138456136,0.9997236132621765,0.8914440689166694,focused
44,0.0002520990383345634,0.0005698212771676481,0.9991781115531921,0.8943900619780522,focused
45,0.0006583241047337651,0.004381479695439339,0.9949601888656616,0.897140157386547,focused
46,0.0013971398584544659,0.00930652767419815,0.9892963767051697,0.8996601740500996,focused
47,0.003436945378780365,0.010295390151441097,0.9862676858901978,0.9020284610158581,focused
48,0.005060764029622078,0.031654395163059235,0.9632848501205444,0.9037035201972592,focused
49,0.0014626418706029654,0.040805086493492126,0.9577322006225586,0.9051809373047338,focused
50,0.0006674853502772748,0.002319145714864135,0.9970133304595947,0.9076920989248092,focused
51,0.00021500939328689128,0.007299100048840046,0.9924858808517456,0.9100107893507124,focused
52,0.007185775320976973,0.7517425417900085,0.2410716414451599,0.8917186131732542,focused
53,0.6061115264892578,0.38118505477905273,0.012703437358140945,0.8676818969651908,focused
54,0.9901705384254456,0.008127163164317608,0.0017022930551320314,0.8440016391563822,focused
55,0.9972409009933472,0.000818665896076709,0.001940487651154399,0.8209754326864004,focused
56,0.9972057938575745,0.000513410777784884,0.0022807151544839144,0.7985881825822061,focused
57,0.9583662152290344,0.03259890154004097,0.00903494842350483,0.7769978078733364,focused
58,0.6550443768501282,0.14520928263664246,0.19974640011787415,0.761212837771931,focused
59,0.9611009359359741,0.0042189364321529865,0.034680187702178955,0.7413457642490822,partial
60,0.7943258285522461,0.012765861116349697,0.1929083615541458,0.7263487146313196,partial
61,0.05035385861992836,0.019721737131476402,0.9299243688583374,0.7319155016017358,partial
62,0.00011737392924260348,0.000976450159214437,0.998906135559082,0.7392163745277267,partial
63,3.455092883086763e-05,0.0002945029700640589,0.9996709823608398,0.7463385194756358,partial
64,5.033045817981474e-05,0.0008523336728103459,0.9990973472595215,0.7532502229133952,focused
65,0.00010096777259605005,0.006862149108201265,0.9930369257926941,0.7598072029134643,focused
66,3.1207131542032585e-05,0.005294456612318754,0.9946743249893188,0.7662296567177537,focused
67,0.0001157533552031964,0.004430660046637058,0.9954535961151123,0.7724977973949375,focused
68,0.00023649328795727342,0.00852969940751791,0.9912338852882385,0.7784791472212107,focused
69,0.0027227692771703005,0.008456355892121792,0.9888207912445068,0.784230950538414,focused
70,0.024881061166524887,0.03353508561849594,0.9415838122367859,0.7885337728163833,focused
71,0.014490853063762188,0.014022069983184338,0.9714870452880859,0.7935366396732164,focused
72,0.21175846457481384,0.13561677932739258,0.652624785900116,0.7896833976215586,focused
73,0.014770658686757088,0.04556442052125931,0.9396649599075317,0.7937846513294561,focused
74,0.0013069184496998787,0.012426522560417652,0.9862664937973022,0.7990480774339196,focused
75,0.0004943849053233862,0.004105270840227604,0.9954003691673279,0.804417341177088,focused
76,0.0014775749295949936,0.0008377300691790879,0.9976847171783447,0.8097022477373319,focused
77,0.01478981226682663,0.0121182044968009,0.9730920195579529,0.8141701496400614,focused
78,0.03169197216629982,0.0014366278192028403,0.9668713808059692,0.8183457728365019,focused
79,0.004270531702786684,0.003936694003641605,0.9917927384376526,0.8230886892320448,focused
80,0.009509147144854069,0.006552656646817923,0.9839381575584412,0.8274871264021361,focused
81,0.0028489227406680584,0.00816331710666418,0.9889877438545227,0.83190336927932,focused
82,0.0017104899743571877,0.0037304889410734177,0.9945589900016785,0.8363511957816602,focused
83,0.001161782769486308,0.003381519578397274,0.9954566955566406,0.8407019440400015,focused
84,0.001077377237379551,0.004254053346812725,0.9946685433387756,0.8449121687945781,focused
85,0.0013269728515297174,0.003971838392317295,0.9947012662887573,0.8490081595426227,focused
86,0.0015406394377350807,0.0009804627625271678,0.9974789023399353,0.8530680998121521,focused
87,0.009627022780478,0.0007811092655174434,0.9895918965339661,0.8568013502129845,focused
88,0.00294165569357574,0.0013355162227526307,0.995722770690918,0.8606001637615136,focused
89,0.003690725890919566,6.308811862254515e-05,0.9962461590766907,0.86430941063672,focused
90,0.0009312438196502626,0.00038481366937048733,0.9986839890480042,0.8679838905498285,focused
91,0.0009500528103671968,0.0025942078791558743,0.996455729007721,0.8714969597284998,focused
92,0.0014576779212802649,0.004280834924429655,0.9942615032196045,0.8748539626261709,focused
93,0.0006365263252519071,0.3173382580280304,0.6820251941680908,0.8695810498122605,focused
94,0.00048313301522284746,0.32557234168052673,0.6739445328712463,0.8642313589684312,focused
95,0.0010228443425148726,0.5611159205436707,0.43786129355430603,0.8525722471078546,focused
96,0.0005496499943546951,0.16070686280727386,0.8387435674667358,0.8521941011358496,focused
97,0.00034540737397037446,0.04100409150123596,0.958650529384613,0.8551051577646123,focused
98,0.0005635767010971904,0.03416718542575836,0.9652692675590515,0.85811760114022,focused
99,0.00040016850107349455,0.057479724287986755,0.9421200752258301,0.860414653211589,focused
100,0.0007803106564097106,0.055272769182920456,0.943946897983551,0.8626988468376482,focused
101,0.011409235186874866,0.6158818006515503,0.3727089464664459,0.8493000472445488,focused
102,0.006574516650289297,0.6035060882568359,0.38991937041282654,0.8367382584788055,focused
103,0.0007206393056549132,0.15845905244350433,0.8408203125,0.8368498824606809,focused
104,9.552024494041689e-06,0.0016785707557573915,0.9983118772506714,0.8412650691991305,focused
105,0.0016714947996661067,0.01899437978863716,0.9793341159820557,0.8450405745441452,focused
106,0.12401200085878372,0.11713258922100067,0.758855402469635,0.8426838364814864,focused
107,0.04387684538960457,0.10103777050971985,0.8550853729248047,0.8430229571476974,focused
108,0.1475159376859665,0.17274828255176544,0.6797357201576233,0.8385578590653011,focused
109,0.8285174369812012,0.10767597705125809,0.06380665302276611,0.8173722465936728,focused
110,0.9193367958068848,0.04490317404270172,0.035760074853897095,0.7959990206542509,focused
111,0.9759979844093323,0.001036157482303679,0.022965796291828156,0.7748603864820099,focused
112,0.8843042254447937,0.014588285237550735,0.10110750794410706,0.756436578587267,focused
113,0.19890791177749634,0.006215456873178482,0.7948766350746155,0.7574877239533883,focused
114,0.0019695796072483063,0.0005615962436422706,0.9974688291549683,0.7640500198951833,focused
115,0.6462762951850891,0.017222551628947258,0.3365011513233185,0.7523586736002678,focused
116,0.9655580520629883,0.0018415444064885378,0.03260045126080513,0.7326768471599553,partial
117,0.9932871460914612,0.00022416796127799898,0.006488752085715532,0.712819195511578,partial
118,0.9963120818138123,0.0005844174302183092,0.0031034168787300587,0.693411980222532,partial
119,0.9884660243988037,0.0002577024861238897,0.011276260949671268,0.6747589431070572,partial
120,0.98366779088974,0.0008493403438478708,0.015482793562114239,0.6567310021279249,partial
121,0.1729191541671753,0.001025689416565001,0.826055109500885,0.6613611787484064,partial
122,0.8839455842971802,0.028988681733608246,0.08706581592559814,0.6456570418511361,partial
123,0.9746769666671753,0.003997869323939085,0.02132520265877247,0.6285846548762364,partial
124,0.9913841485977173,0.0015603690408170223,0.0070554278790950775,0.611588905479198,partial
125,0.9866742491722107,0.001660477602854371,0.011665256693959236,0.595183961754552,partial
126,0.9922203421592712,0.0006203858065418899,0.007159191649407148,0.5791043934931481,partial
127,0.9811795353889465,0.0007398054003715515,0.018080731853842735,0.5637631719626692,partial
128,0.992297351360321,0.0007680002017877996,0.006934711709618568,0.5485366684347135,partial
129,0.995354413986206,0.0006298780790530145,0.004015727434307337,0.5336467146679456,partial
130,0.9942594766616821,0.000528185919392854,0.005212416406720877,0.5191966509928403,partial
131,0.987277090549469,0.0019515255698934197,0.010771382600069046,0.5052937352917171,partial
132,0.9886484742164612,0.003322564298287034,0.008028901182115078,0.4916960022529689,partial
133,0.9915905594825745,0.0006142239435575902,0.007795213256031275,0.4784637097306111,partial
134,0.9948413968086243,0.0012214179150760174,0.003937248606234789,0.46548775869690295,partial
135,0.9918509125709534,0.0015320470556616783,0.006617073435336351,0.45293991567746483,partial
136,0.9885313510894775,0.0012955509591847658,0.01017308235168457,0.4408324333360756,partial
137,0.9946357607841492,0.00251777027733624,0.0028464822098612785,0.4288556844698491,partial
138,0.993675172328949,0.003748213406652212,0.0025765947066247463,0.4171990603432307,partial
139,0.9950370192527771,0.0013198783854022622,0.003643086878582835,0.4058903505008764,partial
140,0.9937005043029785,0.002062954707071185,0.004236485809087753,0.39490710444882066,unfocused
141,0.9942798614501953,0.0023177876137197018,0.0034023276530206203,0.3842013857389981,unfocused
142,0.9941267967224121,0.0013975135516375303,0.004475767724215984,0.3738177687454815,unfocused
143,0.9934640526771545,0.0009798930259421468,0.005556069314479828,0.3637476332084997,unfocused
144,0.9925746917724609,0.0009592708665877581,0.006466047838330269,0.35397774946793037,unfocused
145,0.9948827028274536,0.0005257094744592905,0.004591515753418207,0.3444237645335836,unfocused
146,0.99254310131073,0.003573246765881777,0.003883673343807459,0.3351116778317741,unfocused
147,0.6176237463951111,0.0627826601266861,0.3195936381816864,0.33468733622148417,unfocused
148,0.3843866288661957,0.05027031525969505,0.5653430819511414,0.3409946297181201,unfocused
149,0.0015299114165827632,0.014732510782778263,0.983737587928772,0.35857046971077355,unfocused
150,0.0009850955102592707,0.035895321518182755,0.963119626045227,0.3751018981825976,unfocused
151,0.3046704828739166,0.3549298942089081,0.3403995931148529,0.3741529618256052,unfocused
152,0.9857732653617859,0.0022034982684999704,0.012023207731544971,0.36425050465632697,unfocused
153,0.9929208159446716,0.0013443399220705032,0.0057348571717739105,0.3544468754223434,unfocused
154,0.9934038519859314,0.000960152770858258,0.005636010318994522,0.34490862397292615,unfocused
155,0.9911444783210754,0.0013215724611654878,0.0075339325703680515,0.33568309529475926,unfocused
156,0.9916864037513733,0.0007967964047566056,0.007516817189753056,0.3267093711624633,unfocused
157,0.9908562898635864,0.0014917976222932339,0.007651870604604483,0.3179847270312039,unfocused
158,0.9891164898872375,0.0013951483415439725,0.00948841217905283,0.30954887907845574,unfocused
159,0.9929704070091248,0.0008268383098766208,0.006202774588018656,0.3012538638988864,unfocused
160,0.6041707992553711,0.012708853930234909,0.38312041759490967,0.3034925091148791,unfocused
161,0.9887394905090332,0.001760814804583788,0.00949972216039896,0.29545326089520013,unfocused
162,0.979080855846405,0.0035564317367970943,0.01736270822584629,0.28784886010831007,unfocused
163,0.9737102389335632,0.006136786658316851,0.02015298791229725,0.280528702405596,unfocused
164,0.9609827995300293,0.006817871704697609,0.03219928219914436,0.2737381213509739,unfocused
165,0.9750544428825378,0.0033937180414795876,0.02155178226530552,0.2668420726467731,unfocused
166,0.9888913631439209,0.0023391544818878174,0.008769501000642776,0.259785064603663,unfocused
167,0.9862105250358582,0.0023019989021122456,0.011487427167594433,0.25299535265056844,unfocused
168,0.9881967902183533,0.002228281693533063,0.009574990719556808,0.24633901005264444,unfocused
169,0.9659978151321411,0.0082328449934721,0.02576935663819313,0.24030752128077232,unfocused
170,0.9753707647323608,0.006035457830876112,0.018593700602650642,0.23424474519490598,unfocused
171,0.8153488039970398,0.11975783854722977,0.06489333510398865,0.22961382198016625,unfocused
172,0.806967556476593,0.031189827248454094,0.16184261441230774,0.22776061474529025,unfocused
173,0.9214600324630737,0.03636861965060234,0.04217134416103363,0.22268566638144818,unfocused
174,0.9264002442359924,0.04527270048856735,0.028327057138085365,0.21737091999081337,unfocused
175,0.9015785455703735,0.010212579742074013,0.08820894360542297,0.21383897895422174,unfocused
176,0.9586424231529236,0.025528470054268837,0.01582918129861355,0.20842439062444643,unfocused
177,0.9611037969589233,0.018938381224870682,0.019957823678851128,0.2032707624402931,unfocused
178,0.9528793692588806,0.02396969497203827,0.023150857537984848,0.19834537416864534,unfocused
179,0.9543413519859314,0.025720568373799324,0.01993812434375286,0.19346681854015413,unfocused
180,0.9459099769592285,0.024881664663553238,0.029208315536379814,0.18897516113753668,unfocused
181,0.9814522862434387,0.009401152841746807,0.009146544151008129,0.1840577381492641,unfocused
182,0.9910972118377686,0.005125996191054583,0.003776885336264968,0.17912794874853463,unfocused
183,0.9606344699859619,0.012373676523566246,0.026991840451955795,0.17496777886667447,unfocused
184,0.9702067971229553,0.019272489473223686,0.01052069291472435,0.17047096465342199,unfocused
185,0.9719813466072083,0.024489158764481544,0.003529547480866313,0.16590594282177087,unfocused
186,0.9649513959884644,0.03151795640587807,0.003530631773173809,0.1614657814022005,unfocused
187,0.9614308476448059,0.03732671961188316,0.0012424911838024855,0.15708446710540178,unfocused
188,0.9026728868484497,0.09153588116168976,0.005791188683360815,0.15294734445078334,unfocused
189,0.9456307291984558,0.046047620475292206,0.008321696892380714,0.14899254851276655,unfocused
190,0.8855577707290649,0.003983769100159407,0.11045847833156586,0.14793883233724295,unfocused
191,0.9755479693412781,0.0006612167926505208,0.0237907562404871,0.1445439966677136,unfocused
192,0.9429234266281128,0.0015223599039018154,0.055554214864969254,0.1421105664045483,unfocused
193,0.9847548007965088,0.0008083051070570946,0.014436893165111542,0.13861932309574923,unfocused
194,0.9928625226020813,0.00043536635348573327,0.006702186074107885,0.13501204204667172,unfocused
195,0.977262020111084,0.0023637700360268354,0.0203742403537035,0.13187726533083752,unfocused
196,0.9688692092895508,0.0006560565088875592,0.030474822968244553,0.12910441021190971,unfocused
197,0.962905764579773,0.002901890780776739,0.03419223800301552,0.12650903187164328,unfocused
198,0.9734295606613159,0.006672543473541737,0.019897954538464546,0.1235937463555346,unfocused
199,0.9925398230552673,0.0017807098338380456,0.005679502617567778,0.12036937515967933,unfocused
200,0.9908780455589294,0.0020718988962471485,0.007050077896565199,0.11727065301681662,unfocused
201,0.9906009435653687,0.0017647736240178347,0.00763432402163744,0.11427264183491949,unfocused
202,0.9841736555099487,0.0004853927530348301,0.015340947546064854,0.11156734945199906,unfocused
203,0.9856293797492981,0.0006217747577466071,0.013748780824244022,0.10889249554881815,unfocused
204,0.9975685477256775,0.0005298109608702362,0.001901610055938363,0.10596682415860922,unfocused
205,0.9977729916572571,0.0004996859352104366,0.001727287657558918,0.10311638855126902,unfocused
206,0.9780312180519104,0.01796618476510048,0.004002515226602554,0.10040611447303394,unfocused
207,0.9923107624053955,0.0070100994780659676,0.000679176184348762,0.09767907610111809,unfocused
208,0.9754571914672852,0.023078612983226776,0.0014642402529716492,0.09504807635513221,unfocused
209,0.9470146894454956,0.014669929631054401,0.038315434008836746,0.09349671926673275,unfocused
210,0.46203964948654175,0.11424347013235092,0.42371687293052673,0.10252660673419237,unfocused
211,0.796592116355896,0.005180911161005497,0.19822700321674347,0.10514353910867286,unfocused
212,0.2965751886367798,0.0035398826003074646,0.6998849511146545,0.12140677429606797,unfocused
213,0.15503044426441193,0.005626538302749395,0.8393430113792419,0.14103877845373322,unfocused
214,0.14314231276512146,0.004797047935426235,0.8520606756210327,0.16048170962278954,unfocused
215,0.14157943427562714,0.02229200303554535,0.8361285924911499,0.17895730916555022,unfocused
216,0.24589543044567108,0.36564353108406067,0.38846099376678467,0.18468619843829093,unfocused
217,0.041122984141111374,0.016841141507029533,0.9420358538627625,0.20539596459316053,unfocused
218,0.19462208449840546,0.1285533607006073,0.6768245100975037,0.21828720296132653,unfocused
219,0.3450515568256378,0.11161006987094879,0.543338418006897,0.22717574553044814,unfocused
220,0.3225213885307312,0.11087041348218918,0.566608190536499,0.23645754358911508,unfocused
221,0.2899719774723053,0.24258002638816833,0.467447966337204,0.24277398884641999,unfocused
222,0.6737228035926819,0.29815077781677246,0.02812642976641655,0.23690444005555275,unfocused
223,0.6631637811660767,0.2975720763206482,0.03926416113972664,0.23149995623514893,unfocused
224,0.7809567451477051,0.18048617243766785,0.038557037711143494,0.2262239219816829,unfocused
225,0.7969093918800354,0.1637459546327591,0.03934464603662491,0.22111369835341127,unfocused
226,0.7968512773513794,0.16431878507137299,0.038829874247312546,0.21612913759734032,unfocused
227,0.691382110118866,0.239157035946846,0.0694608986377716,0.21211848689004342,unfocused
228,0.7118226885795593,0.2173888236284256,0.07078845798969269,0.20825380981754013,unfocused
229,0.5195197463035583,0.4088907837867737,0.07158949971199036,0.20451671707084015,unfocused
230,0.2804369628429413,0.6804842352867126,0.03907877206802368,0.19999280776473471,unfocused
231,0.3033985495567322,0.475597083568573,0.2210044413805008,0.20056737199091162,unfocused
232,0.5162330865859985,0.18418487906455994,0.29958203434944153,0.20327493314006043,unfocused
233,0.5528470277786255,0.20827488601207733,0.23887810111045837,0.2042485036405002,unfocused
234,0.6235383749008179,0.12089385092258453,0.2555677592754364,0.2056518313845999,unfocused
235,0.3654435873031616,0.3627113997936249,0.2718449831008911,0.20746188659922843,unfocused
236,0.5119654536247253,0.17264746129512787,0.3153870701789856,0.21041310641975564,unfocused
237,0.4650672674179077,0.20571450889110565,0.3292182385921478,0.21366183900670008,unfocused
238,0.265429824590683,0.5125712752342224,0.2219989150762558,0.21388981679024988,unfocused
239,0.13329556584358215,0.7413501143455505,0.1253543198108673,0.21146880896946924,unfocused
240,0.11980722099542618,0.865689218044281,0.01450355350971222,0.20608278370096958,unfocused
241,0.06659448146820068,0.803009033203125,0.13039648532867432,0.20401313789180972,unfocused
242,0.11847031861543655,0.668581485748291,0.21294821798801422,0.20425746812691586,unfocused
243,0.11489912867546082,0.7164481282234192,0.16865277290344238,0.20328385586366043,unfocused
244,0.3561684489250183,0.19956687092781067,0.44426465034484863,0.20987348836137773,unfocused
245,0.07045263051986694,0.037114210426807404,0.8924331068992615,0.2285381170245465,unfocused
246,0.22323645651340485,0.5041176080703735,0.2726459503173828,0.22974424804546922,unfocused
247,0.11806520074605942,0.7126896977424622,0.16924509406089783,0.2280898954982489,unfocused
248,0.09180781245231628,0.6817102432250977,0.22648200392723083,0.22804592761868409,unfocused
249,0.06641918420791626,0.7514784336090088,0.18210245668888092,0.2267896009900465,unfocused
250,0.1594277322292328,0.7017809152603149,0.13879139721393585,0.2243832854801643,unfocused
251,0.007343897596001625,0.03746017441153526,0.9551959037780762,0.24436739495928603,unfocused
252,0.035640884190797806,0.4594115614891052,0.5049475431442261,0.25149297281471766,unfocused
253,0.13239353895187378,0.8199316263198853,0.047674838453531265,0.24591955521228118,unfocused
254,0.24617145955562592,0.708429217338562,0.045399367809295654,0.2404363201428482,unfocused
255,0.138793483376503,0.6676250100135803,0.19358152151107788,0.23915507321027565,unfocused
256,0.41281989216804504,0.4505806565284729,0.13659943640232086,0.2363506839285956,unfocused
257,0.18746912479400635,0.6995435953140259,0.11298724263906479,0.23297730413913195,unfocused
258,0.23210802674293518,0.6116099953651428,0.1562819927930832,0.23088006681714313,unfocused
259,0.21212127804756165,0.6092169284820557,0.17866180837154388,0.22945215579390935,unfocused
260,0.1207534447312355,0.8408118486404419,0.03843478113412857,0.22422877563867047,unfocused
261,0.2740856409072876,0.6812119483947754,0.0447024367749691,0.2193196184615627,unfocused
262,0.38617876172065735,0.5219238996505737,0.0918973982334137,0.21583525114858063,unfocused
263,0.2218729555606842,0.592601478099823,0.18552552163600922,0.21500643000113995,unfocused
264,0.150515615940094,0.1979307383298874,0.6515536308288574,0.22694383616479344,unfocused
265,0.14838193356990814,0.6351519227027893,0.21646617352962494,0.22665732392903842,unfocused
266,0.8036375045776367,0.1851527988910675,0.011209720745682716,0.22076589789009252,unfocused
267,0.9410593509674072,0.05429788678884506,0.004642652813345194,0.21485599638804137,unfocused
268,0.9987347722053528,0.0007484297966584563,0.0005168244824744761,0.20899488046067646,unfocused
269,0.9945245981216431,0.004371255170553923,0.0011041165562346578,0.20331009658920937,unfocused
270,0.9977926015853882,0.0004584680718835443,0.0017489439342170954,0.19779839627021828,unfocused
271,0.6918684244155884,0.043627217411994934,0.2645043730735779,0.19962247471382102,unfocused
272,0.9063506722450256,0.01909526251256466,0.07455401122570038,0.1962024710026737,unfocused
273,0.13958582282066345,0.006947014480829239,0.8534672260284424,0.21417541029290463,unfocused
274,0.8201909065246582,0.007182827685028315,0.172626331448555,0.2130392485469348,unfocused
275,0.5795189142227173,0.025940028950572014,0.39454108476638794,0.21800242580312246,unfocused
276,0.4898666739463806,0.029602203518152237,0.48053109645843506,0.22518128610797478,unfocused
277,0.31054461002349854,0.02765255607664585,0.6618028283119202,0.23712072514047067,unfocused
278,0.4523983895778656,0.40545836091041565,0.14214323461055756,0.23452356066728106,unfocused
279,0.15687523782253265,0.7682759165763855,0.07484881579875946,0.23015724637192145,unfocused
280,0.566312849521637,0.2283058911561966,0.20538122951984406,0.2294797448881873,unfocused
281,0.016139475628733635,0.040694501250982285,0.9431660175323486,0.2489955335447718,unfocused
282,0.07086484134197235,0.008058115839958191,0.9210770726203918,0.2673736385740267,unfocused
283,0.048464588820934296,0.013126585632562637,0.9384087920188904,0.2857231301331815,unfocused
284,0.16243679821491241,0.06117277964949608,0.7763904333114624,0.2991404533416636,unfocused
285,0.054557573050260544,0.006438440177589655,0.9390040040016174,0.31663755578342173,unfocused
286,0.004351552575826645,0.0016855680150911212,0.993962824344635,0.33515905087121595,unfocused
287,0.679248034954071,0.00830351933836937,0.3124484419822693,0.3345380280768487,unfocused
288,0.9872736930847168,0.003868645988404751,0.008857623673975468,0.325632280291664,unfocused
289,0.9973255395889282,0.0018391144694760442,0.0008353203884325922,0.31675069034278036,unfocused
290,0.002581497887149453,0.015814827755093575,0.9816036224365234,0.33493112873397995,unfocused
291,0.0005243951454758644,0.003924200311303139,0.9955514073371887,0.3529958249928953,unfocused
292,0.0005111588397994637,0.053487058728933334,0.9460017681121826,0.3692116036923194,unfocused
293,0.03954325616359711,0.15248103439807892,0.807975709438324,0.3812096312375454,unfocused
294,0.03274758905172348,0.06288095563650131,0.9043715000152588,0.395515520051159,unfocused
295,0.037219252437353134,0.2178250104188919,0.7449557185173035,0.4050709806544771,partial
296,0.001902570715174079,0.03639310970902443,0.9617043137550354,0.4202921484201867,partial
297,0.0026168993208557367,0.054298318922519684,0.9430847764015198,0.4345879403248057,partial
298,0.0010232757776975632,0.020951606333255768,0.9780251979827881,0.44944826071358657,partial
299,0.00015380822878796607,0.0019551669247448444,0.9978910088539124,0.4644454565028344,partial
300,8.544477168470621e-05,0.0011295900912955403,0.9987849593162537,0.4790569983069606,partial
301,0.0001465616369387135,0.0032527768053114414,0.9966006875038147,0.4932092577044883,partial
302,0.00022679258836433291,0.0025530389975756407,0.9972201585769653,0.5069914622936276,partial
303,0.07722267508506775,0.018133537843823433,0.9046437740325928,0.5178652856697558,partial
304,0.04734206944704056,0.01559459324926138,0.9370633363723755,0.5293282784108863,partial
305,0.0572502501308918,0.016537334769964218,0.9262124300003052,0.5401810964073294,partial
306,0.04235323891043663,0.008151006884872913,0.9494957327842712,0.551373826663978,partial
307,0.03303852677345276,0.004685715772211552,0.9622757434844971,0.5626099611878278,partial
308,0.001110360724851489,0.003901219228282571,0.9949883818626404,0.5744333718389735,partial
309,0.0007574012852273881,0.0027145682834088802,0.9965280890464783,0.5859755740780092,partial
310,0.00023308207164518535,0.0011253530392423272,0.9986415505409241,0.5972599469055482,partial
311,0.00021912208467256278,0.001587549108080566,0.9981933236122131,0.6082234911757618,partial
312,0.0003690507437568158,0.0022863647900521755,0.9973445534706116,0.6188640270872018,partial
313,0.0008299725595861673,0.002035370096564293,0.9971346855163574,0.6292078581343364,partial
314,0.0003810544149018824,0.0011587030021473765,0.9984602928161621,0.6393050853788526,partial
315,0.0007624024292454123,0.001437045750208199,0.9978005290031433,0.6491081621372148,partial
316,0.0007209604373201728,0.0016566608101129532,0.9976224303245544,0.6586383031283665,partial
317,0.0011239993618801236,0.006502282340079546,0.9923736453056335,0.6677643136105826,partial
318,0.0009482511086389422,0.0054291049018502235,0.9936227202415466,0.6766749288760552,partial
319,0.0009482511086389422,0.0054291049018502235,0.9936227202415466,0.6853418828985045,partial
320,0.0008963033906184137,0.0009222155786119401,0.9981814622879028,0.693896497648426,partial
321,0.0011781560024246573,0.005108465440571308,0.9937133193016052,0.7020950044032136,partial
322,0.0008232342661358416,0.006315821316093206,0.9928609728813171,0.710046015101965,partial
323,0.0009307118598371744,0.0049840533174574375,0.9940851926803589,0.7178130813498174,partial
324,0.31006601452827454,0.007059185765683651,0.682874858379364,0.716857693805369,partial
325,0.28622761368751526,0.008865484036505222,0.7049069404602051,0.7165308998266827,partial
326,0.266191691160202,0.004173362627625465,0.7296348810195923,0.7168892288815113,partial
327,0.03257248178124428,0.0034345979802310467,0.9639929533004761,0.723646293220368,partial
