frame,face_id,timestamp,confidence,success,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c
90,0,17.800,0.98,1,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.97,0.00,1.42,0.34,1.49,0.64,0.23,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
91,0,18.000,0.98,1,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,1.26,0.25,1.32,0.31,0.38,0.01,0.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
92,0,18.200,0.98,1,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.90,0.18,1.41,0.09,0.62,0.01,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
93,0,18.400,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.38,0.20,1.48,0.04,0.85,0.04,1.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
94,0,18.600,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.13,0.38,1.58,0.12,0.85,0.09,1.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
95,0,18.800,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.00,0.15,0.42,1.55,0.12,0.71,0.14,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
96,0,19.000,0.98,1,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.05,0.37,1.39,0.09,0.58,0.22,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
97,0,19.200,0.98,1,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.02,0.20,1.25,0.00,0.57,0.40,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
98,0,19.400,0.98,1,0.13,0.00,0.11,0.00,0.00,0.00,0.00,0.19,0.00,0.03,0.13,1.29,0.00,0.62,0.50,0.95,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
99,0,19.600,0.98,1,0.10,0.00,0.19,0.00,0.00,0.00,0.00,0.30,0.00,0.09,0.07,1.56,0.00,0.72,0.60,1.14,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
100,0,19.800,0.98,1,0.14,0.00,0.19,0.00,0.00,0.00,0.00,0.21,0.00,0.09,0.36,1.78,0.19,0.66,0.56,1.31,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
101,0,20.000,0.98,1,0.09,0.20,0.09,0.00,0.00,0.00,0.22,0.12,0.00,0.06,0.29,1.21,0.25,0.99,0.77,1.45,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
102,0,20.200,0.98,1,0.09,0.48,0.00,0.00,0.00,0.00,0.39,0.01,0.00,0.00,0.29,0.58,0.25,0.97,1.31,1.20,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
103,0,20.400,0.98,1,0.00,0.48,0.07,0.00,0.00,0.00,0.39,0.00,0.00,0.03,0.00,0.37,0.13,0.99,1.62,1.30,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00
104,0,20.600,0.98,1,0.05,0.28,0.07,0.00,0.00,0.00,0.17,0.00,0.00,0.10,0.10,0.68,0.25,0.67,1.33,0.75,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00
105,0,20.800,0.98,1,0.11,0.00,0.07,0.00,0.00,0.00,0.00,0.02,0.00,0.28,0.30,0.94,0.33,0.41,0.78,0.54,0.19,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00
106,0,21.000,0.98,1,0.11,0.00,0.03,0.00,0.00,0.00,0.00,0.09,0.00,0.41,0.45,0.74,0.25,0.22,0.49,0.17,0.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
107,0,21.200,0.98,1,0.06,0.00,0.21,0.00,0.00,0.00,0.00,0.27,0.00,0.34,0.52,0.78,0.07,0.00,0.70,0.54,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
108,0,21.400,0.98,1,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.27,0.00,0.29,0.46,0.90,0.07,0.00,0.60,0.54,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
109,0,21.600,0.98,1,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.21,0.00,0.42,0.57,1.22,0.19,0.03,0.46,0.36,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
110,0,21.800,0.98,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.55,0.44,1.33,0.21,0.03,0.30,0.00,1.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
111,0,22.000,0.98,1,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.10,0.00,0.75,0.42,1.27,0.14,0.03,0.35,0.00,1.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
112,0,22.200,0.98,1,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.21,0.00,0.64,0.16,1.01,0.02,0.00,0.51,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
113,0,22.400,0.98,1,0.02,0.00,0.03,0.00,0.00,0.00,0.00,0.36,0.01,0.69,0.23,0.94,0.00,0.00,0.65,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
114,0,22.600,0.98,1,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.39,0.14,0.42,0.11,0.87,0.06,0.00,0.64,0.04,0.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
115,0,22.800,0.98,1,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.40,0.24,0.32,0.18,0.91,0.17,0.00,0.73,0.12,0.27,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
116,0,23.000,0.98,1,0.03,0.00,0.22,0.00,0.00,0.00,0.04,0.37,0.30,0.37,0.08,0.83,0.17,0.00,0.87,0.25,0.58,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
117,0,23.200,0.98,1,0.03,0.00,0.41,0.00,0.00,0.00,0.04,0.41,0.27,0.37,0.29,0.82,0.25,0.00,0.96,0.32,0.85,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
118,0,23.400,0.98,1,0.15,0.00,0.57,0.00,0.00,0.00,0.06,0.49,0.23,0.61,0.25,0.89,0.40,0.00,0.94,0.45,1.20,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
119,0,23.600,0.98,1,0.23,0.03,0.54,0.00,0.00,0.00,0.02,0.56,0.22,0.53,0.41,0.90,0.45,0.00,0.77,0.43,0.95,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
120,0,23.800,0.98,1,0.25,0.03,0.47,0.00,0.00,0.00,0.02,0.53,0.16,0.63,0.23,1.06,0.32,0.00,0.79,0.37,0.98,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
121,0,24.000,0.98,1,0.21,0.03,0.47,0.00,0.00,0.00,0.00,0.47,0.11,0.57,0.20,1.06,0.05,0.00,0.81,0.20,0.92,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
122,0,24.200,0.98,1,0.11,0.00,0.37,0.00,0.00,0.00,0.00,0.45,0.09,0.52,0.10,1.08,0.04,0.00,0.89,0.18,0.82,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
123,0,24.400,0.98,1,0.17,0.00,0.37,0.00,0.00,0.00,0.00,0.41,0.05,0.41,0.06,1.00,0.09,0.00,0.84,0.16,0.85,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
124,0,24.600,0.98,1,0.25,0.00,0.43,0.00,0.00,0.00,0.00,0.39,0.05,0.34,0.14,1.05,0.19,0.00,0.89,0.36,1.44,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
125,0,24.800,0.98,1,0.32,0.00,0.61,0.00,0.00,0.00,0.08,0.29,0.03,0.51,0.15,1.11,0.16,0.00,1.01,0.38,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
126,0,25.000,0.98,1,0.23,0.00,0.70,0.00,0.00,0.00,0.09,0.25,0.03,0.55,0.19,1.27,0.12,0.00,1.30,0.61,2.20,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
127,0,25.200,0.98,1,0.07,0.00,0.78,0.00,0.00,0.00,0.09,0.24,0.02,0.46,0.25,1.23,0.09,0.00,1.33,0.68,1.93,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
128,0,25.400,0.98,1,0.00,0.00,0.74,0.00,0.00,0.00,0.00,0.28,0.05,0.38,0.29,1.11,0.28,0.00,1.24,0.78,1.79,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
129,0,25.600,0.98,1,0.00,0.00,0.87,0.00,0.00,0.00,0.02,0.36,0.08,0.42,0.37,1.04,0.27,0.00,1.18,0.67,1.79,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
130,0,25.800,0.98,1,0.00,0.00,0.91,0.00,0.00,0.00,0.02,0.39,0.11,0.50,0.29,1.13,0.19,0.00,1.10,0.53,1.69,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
131,0,26.000,0.98,1,0.00,0.00,0.88,0.00,0.00,0.00,0.02,0.43,0.13,0.31,0.36,1.26,0.00,0.00,1.14,0.52,1.56,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
132,0,26.200,0.98,1,0.00,0.00,0.81,0.00,0.00,0.00,0.03,0.44,0.16,0.26,0.50,1.21,0.20,0.00,1.07,0.58,1.45,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
133,0,26.400,0.98,1,0.00,0.00,0.76,0.00,0.00,0.00,0.03,0.43,0.16,0.09,0.59,1.23,0.22,0.00,1.06,0.72,1.28,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
134,0,26.600,0.98,1,0.00,0.00,0.88,0.00,0.00,0.00,0.03,0.37,0.16,0.24,0.56,1.13,0.35,0.00,1.12,0.53,1.22,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
135,0,26.800,0.98,1,0.00,0.00,0.83,0.00,0.00,0.00,0.01,0.43,0.16,0.15,0.33,1.19,0.14,0.00,1.12,0.45,1.32,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
136,0,27.000,0.98,1,0.00,0.00,0.83,0.00,0.00,0.00,0.01,0.50,0.17,0.15,0.26,1.12,0.12,0.00,1.17,0.31,1.35,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
137,0,27.200,0.98,1,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.58,0.13,0.09,0.27,1.07,0.01,0.00,1.20,0.30,1.36,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
138,0,27.400,0.98,1,0.00,0.00,0.77,0.00,0.00,0.00,0.04,0.50,0.12,0.22,0.37,0.98,0.14,0.00,1.28,0.24,1.41,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
139,0,27.600,0.98,1,0.00,0.00,0.72,0.00,0.00,0.00,0.04,0.38,0.15,0.22,0.42,0.92,0.14,0.00,1.17,0.25,1.35,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
140,0,27.800,0.98,1,0.00,0.00,0.73,0.00,0.00,0.00,0.10,0.34,0.14,0.13,0.26,0.97,0.17,0.00,1.07,0.38,1.28,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
141,0,28.000,0.98,1,0.00,0.00,0.68,0.00,0.00,0.00,0.09,0.26,0.09,0.00,0.26,1.05,0.09,0.00,1.07,0.42,1.10,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
142,0,28.200,0.98,1,0.00,0.00,0.66,0.00,0.00,0.00,0.09,0.22,0.08,0.00,0.28,1.08,0.10,0.00,1.22,0.34,1.10,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
143,0,28.400,0.98,1,0.00,0.00,0.66,0.00,0.00,0.00,0.04,0.28,0.13,0.00,0.28,1.16,0.05,0.00,1.05,0.37,1.12,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
144,0,28.600,0.98,1,0.00,0.00,0.65,0.00,0.00,0.00,0.01,0.33,0.16,0.02,0.16,1.15,0.01,0.00,0.81,0.33,1.20,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00
145,0,28.800,0.98,1,0.00,0.00,0.65,0.00,0.00,0.00,0.01,0.34,0.11,0.10,0.01,1.24,0.00,0.00,0.67,0.29,1.14,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
146,0,29.000,0.98,1,0.00,0.00,0.64,0.00,0.00,0.00,0.01,0.32,0.08,0.10,0.01,1.26,0.02,0.00,0.67,0.11,1.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
147,0,29.200,0.98,1,0.00,0.00,0.69,0.00,0.00,0.00,0.01,0.30,0.06,0.08,0.24,1.32,0.07,0.00,0.76,0.22,0.98,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
148,0,29.400,0.98,1,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.32,0.10,0.00,0.26,1.27,0.08,0.00,0.75,0.33,0.77,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
149,0,29.600,0.98,1,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.21,0.08,0.00,0.26,1.29,0.06,0.00,0.80,0.42,0.40,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
150,0,29.800,0.98,1,0.00,0.00,0.29,0.00,0.00,0.00,0.00,0.12,0.05,0.00,0.03,1.27,0.08,0.00,0.80,0.37,0.08,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
151,0,30.000,0.98,1,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.04,0.02,0.00,0.00,1.24,0.07,0.00,0.74,0.28,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
152,0,30.200,0.98,1,0.01,0.00,0.18,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.09,1.23,0.07,0.00,0.76,0.22,0.52,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
153,0,30.400,0.98,1,0.01,0.00,0.34,0.00,0.00,0.00,0.00,0.07,0.00,0.04,0.25,1.25,0.00,0.00,0.71,0.12,0.99,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
154,0,30.600,0.98,1,0.01,0.00,0.56,0.00,0.00,0.00,0.00,0.17,0.00,0.04,0.28,1.31,0.00,0.00,0.74,0.15,1.37,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
155,0,30.800,0.98,1,0.00,0.00,0.57,0.00,0.00,0.00,0.00,0.19,0.00,0.04,0.31,1.22,0.00,0.00,0.76,0.11,1.22,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
156,0,31.000,0.98,1,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.16,1.10,0.00,0.00,0.76,0.12,1.11,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
157,0,31.200,0.98,1,0.04,0.00,0.57,0.00,0.00,0.00,0.00,0.18,0.04,0.00,0.25,1.11,0.00,0.00,0.73,0.03,1.16,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
158,0,31.400,0.98,1,0.11,0.07,0.55,0.00,0.00,0.00,0.00,0.18,0.06,0.07,0.13,1.20,0.00,0.00,0.73,0.03,1.20,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
159,0,31.600,0.98,1,0.11,0.07,0.48,0.00,0.00,0.00,0.00,0.14,0.08,0.07,0.13,1.21,0.00,0.00,0.66,0.01,1.19,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
160,0,31.800,0.98,1,0.07,0.07,0.41,0.00,0.00,0.00,0.00,0.20,0.06,0.10,0.00,1.23,0.00,0.00,0.68,0.01,0.96,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
161,0,32.000,0.98,1,0.02,0.00,0.33,0.00,0.00,0.00,0.00,0.20,0.09,0.13,0.00,1.23,0.00,0.00,0.57,0.06,0.73,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
162,0,32.200,0.98,1,0.02,0.00,0.33,0.00,0.00,0.00,0.00,0.28,0.07,0.13,0.00,1.37,0.00,0.00,0.66,0.05,0.93,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
163,0,32.400,0.98,1,0.02,0.00,0.32,0.00,0.00,0.00,0.00,0.31,0.06,0.10,0.05,1.30,0.00,0.00,0.75,0.05,1.09,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
164,0,32.600,0.98,1,0.09,0.00,0.29,0.00,0.00,0.00,0.00,0.37,0.00,0.11,0.05,1.24,0.00,0.00,0.82,0.01,1.36,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
165,0,32.800,0.98,1,0.09,0.00,0.33,0.00,0.00,0.00,0.00,0.31,0.00,0.12,0.05,1.16,0.00,0.00,0.85,0.07,1.16,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
166,0,33.000,0.98,1,0.16,0.00,0.39,0.00,0.00,0.00,0.00,0.37,0.00,0.15,0.18,1.21,0.00,0.00,0.88,0.07,1.14,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
167,0,33.200,0.98,1,0.07,0.00,0.49,0.00,0.00,0.00,0.00,0.40,0.00,0.04,0.26,1.34,0.00,0.00,0.89,0.17,1.05,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
168,0,33.400,0.98,1,0.07,0.00,0.42,0.00,0.00,0.00,0.00,0.49,0.00,0.03,0.26,1.40,0.00,0.00,0.87,0.11,1.05,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
169,0,33.600,0.98,1,0.05,0.00,0.37,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.07,1.43,0.00,0.00,0.78,0.11,1.05,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
170,0,33.800,0.98,1,0.15,0.00,0.32,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,1.37,0.00,0.00,0.95,0.09,1.14,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
171,0,34.000,0.98,1,0.29,0.00,0.35,0.00,0.00,0.00,0.00,0.16,0.00,0.09,0.10,1.37,0.00,0.00,1.08,0.09,1.24,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
172,0,34.200,0.98,1,0.24,0.00,0.40,0.00,0.00,0.00,0.00,0.04,0.00,0.33,0.45,1.39,0.11,0.12,1.06,0.12,1.39,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
173,0,34.400,0.98,1,0.14,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.05,0.63,0.67,1.38,0.30,0.34,0.67,0.03,1.46,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
174,0,34.600,0.98,1,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.11,1.07,0.94,1.53,0.59,0.65,0.25,0.03,1.43,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
175,0,34.800,0.98,1,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.09,0.11,0.97,0.60,1.45,0.54,0.53,0.16,0.01,1.28,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
176,0,35.000,0.98,1,0.05,0.00,0.28,0.00,0.00,0.00,0.00,0.14,0.05,0.70,0.38,1.50,0.36,0.31,0.41,0.25,1.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00
177,0,35.200,0.98,1,0.13,0.00,0.29,0.00,0.00,0.00,0.00,0.17,0.00,0.18,0.01,1.29,0.07,0.00,0.73,0.38,1.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
178,0,35.400,0.98,1,0.23,0.00,0.28,0.00,0.00,0.00,0.00,0.11,0.00,0.04,0.04,1.32,0.01,0.00,0.95,0.44,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00
